tj_id,c,1b,2b,ss,3b,of,util,sp,rp
brenthoneywell,False,False,False,False,False,False,False,False,True
koltoningram,False,False,False,False,False,False,False,False,True
dylancoleman,False,False,False,False,False,False,False,False,True
mattcronin,False,False,False,False,False,False,False,False,True
treywingenter,False,False,False,False,False,False,False,False,True
vinnynittoli,False,False,False,False,False,False,False,False,True
ryderryan,False,False,False,False,False,False,False,False,True
naoyukiuwasawa,False,False,False,False,False,False,False,False,True
rileypint,False,False,False,False,False,False,False,False,True
tylerjay,False,False,False,False,False,False,False,False,True
coltenbrewer,False,False,False,False,False,False,False,False,True
chasenshreve,False,False,False,False,False,False,False,False,True
danyjimenez,False,False,False,False,False,False,False,False,True
joshstaumont,False,False,False,False,False,False,False,False,True
jacksonstephens,False,False,False,False,False,False,False,False,True
thyagovieira,False,False,False,False,False,False,False,False,True
yuniormarte,False,False,False,False,False,False,False,False,True
wesparsons,False,False,False,False,False,False,False,False,True
victorgonzalez,False,False,False,False,False,False,False,False,True
nicholaspadilla,False,False,False,False,False,False,False,False,True
alexyoung,False,False,False,False,False,False,False,False,True
kentemanuel,False,False,False,False,False,False,False,False,True
kirbysnead,False,False,False,False,False,False,False,False,True
danielduarte,False,False,False,False,False,False,False,False,True
kevinkopps,False,False,False,False,False,False,False,False,True
connoroverton,False,False,False,False,False,False,False,False,True
tylerduffey,False,False,False,False,False,False,False,False,True
brendanwhite,False,False,False,False,False,False,False,False,True
pennmurfee,False,False,False,False,False,False,False,False,True
burchsmith,False,False,False,False,False,False,False,False,True
antoinekelly,False,False,False,False,False,False,False,False,True
gersonmoreno,False,False,False,False,False,False,False,False,True
joebarlow,False,False,False,False,False,False,False,False,True
laneramsey,False,False,False,False,False,False,False,False,True
emmanuelramirez,False,False,False,False,False,False,False,False,True
mattcarasiti,False,False,False,False,False,False,False,False,True
joelkuhnel,False,False,False,False,False,False,False,False,True
sethmartinez,False,False,False,False,False,False,False,False,True
tylermatzek,False,False,False,False,False,False,False,False,True
tylerbeede,False,False,False,False,False,False,False,False,True
brandonhughes,False,False,False,False,False,False,False,False,True
dominicleone,False,False,False,False,False,False,False,False,True
hobieharris,False,False,False,False,False,False,False,False,True
granthartwig,False,False,False,False,False,False,False,False,True
stephennogosek,False,False,False,False,False,False,False,True,True
bryanmata,False,False,False,False,False,False,False,False,True
claytonandrews,False,False,False,False,False,False,False,False,True
luarbertarias,False,False,False,False,False,False,False,False,True
justingarza,False,False,False,False,False,False,False,False,True
yencyalmonte,False,False,False,False,False,False,False,False,True
ricardopinto,False,False,False,False,False,False,False,False,True
walterpennington,False,False,False,False,False,False,False,False,True
jacobbosiokovic,False,False,False,False,False,False,False,False,True
tannerburns,False,False,False,False,False,False,False,False,True
nickmikolajchak,False,False,False,False,False,False,False,False,True
mattbarnes,False,False,False,False,False,False,False,False,True
huascarynoa,False,False,False,False,False,False,False,False,True
skylarhales,False,False,False,False,False,False,False,False,True
mattbowman,False,False,False,False,False,False,False,False,True
brandonbielak,False,False,False,False,False,False,False,False,True
calebkilian,False,False,False,False,False,False,False,False,True
austindavis,False,False,False,False,False,False,False,False,True
nickrobertson,False,False,False,False,False,False,False,False,True
oliverortega,False,False,False,False,False,False,False,False,True
raymondburgos,False,False,False,False,False,False,False,False,True
joelyrodriguez,False,False,False,False,False,False,False,False,True
alexspeas,False,False,False,False,False,False,False,False,True
anthonygose,False,False,False,False,False,False,False,False,True
jesusliranzo,False,False,False,False,False,False,False,False,True
shintarofujinami,False,False,False,False,False,False,False,False,True
andrewwantz,False,False,False,False,False,False,False,False,True
evanreifert,False,False,False,False,False,False,False,False,True
jacobwaguespack,False,False,False,False,False,False,False,False,True
adamcimber,False,False,False,False,False,False,False,False,True
francispena,False,False,False,False,False,False,False,False,True
codybolton,False,False,False,False,False,False,False,False,True
nickavila,False,False,False,False,False,False,False,False,True
gerardoreyes,False,False,False,False,False,False,False,False,True
willbednar,False,False,False,False,False,False,False,False,True
jacobbarnes,False,False,False,False,False,False,False,False,True
andersonpilar,False,False,False,False,False,False,False,False,True
joanadon,False,False,False,False,False,False,False,False,True
zachjackson,False,False,False,False,False,False,False,False,True
juniorfernandez,False,False,False,False,False,False,False,False,True
ericpardinho,False,False,False,False,False,False,False,False,True
elieserhernandez,False,False,False,False,False,False,False,False,True
luisfrias,False,False,False,False,False,False,False,False,True
diegocastillo,False,False,False,False,False,False,False,False,True
luiscontreras,False,False,False,False,False,False,False,False,True
amoswillingham,False,False,False,False,False,False,False,False,True
andresmachado,False,False,False,False,False,False,False,False,True
parkerdunshee,False,False,False,False,False,False,False,False,True
jonathanhernandez,False,False,False,False,False,False,False,False,True
nickvespi,False,False,False,False,False,False,False,False,True
michaelflynn,False,False,False,False,False,False,False,False,True
erickmejia,False,False,False,False,False,False,False,False,True
helcrisolivarez,False,False,False,False,False,False,False,False,True
jacobwallace,False,False,False,False,False,False,False,False,True
denyireyes,False,False,False,False,False,False,False,False,True
brendancellucci,False,False,False,False,False,False,False,False,True
mattfoster,False,False,False,False,False,False,False,False,True
noahmurdock,False,False,False,False,False,False,False,False,True
nickhernandez,False,False,False,False,False,False,False,False,True
codypoteet,False,False,False,False,False,False,False,False,True
mattkoch,False,False,False,False,False,False,False,False,True
angelfelipe,False,False,False,False,False,False,False,False,True
nicknelson,False,False,False,False,False,False,False,False,True
toukitoussaint,False,False,False,False,False,False,False,False,True
ryanmiller,False,False,False,False,False,False,False,False,True
alanbusenitz,False,False,False,False,False,False,False,False,True
roybersalinas,False,False,False,False,False,False,False,False,True
loganallen,False,False,False,False,False,False,False,False,True
garrettmcdaniels,False,False,False,False,False,False,False,False,True
parkermushinski,False,False,False,False,False,False,False,False,True
emmanuelclase,False,False,False,False,False,False,False,False,True
reedgarrett,False,False,False,False,False,False,False,False,True
tylerowens,False,False,False,False,False,False,False,False,True
calebfreeman,False,False,False,False,False,False,False,False,True
beckway,False,False,False,False,False,False,False,False,True
darwinzonhernandez,False,False,False,False,False,False,False,False,True
raygaither,False,False,False,False,False,False,False,False,True
michaelgomez,False,False,False,False,False,False,False,False,True
blaircalvo,False,False,False,False,False,False,False,False,True
reissknehr,False,False,False,False,False,False,False,False,True
aneuryszabala,False,False,False,False,False,False,False,False,True
jorgejuan,False,False,False,False,False,False,False,False,True
reggiecrawford,False,False,False,False,False,False,False,False,True
jamesmeeker,False,False,False,False,False,False,False,False,True
shoheitomioka,False,False,False,False,False,False,False,False,True
evankravetz,False,False,False,False,False,False,False,False,True
austinkitchen,False,False,False,False,False,False,False,False,True
tylerbaum,False,False,False,False,False,False,False,False,True
jessehahn,False,False,False,False,False,False,False,False,True
stevieemanuels,False,False,False,False,False,False,False,False,True
bradyfeigl,False,False,False,False,False,False,False,False,True
tannerdodson,False,False,False,False,False,False,False,False,True
andrewmoore,False,False,False,False,False,False,False,False,True
albertobaldonado,False,False,False,False,False,False,False,False,True
gerardocarrillo,False,False,False,False,False,False,False,False,True
sandygaston,False,False,False,False,False,False,False,False,True
tannerkohlhepp,False,False,False,False,False,False,False,False,True
reinerlopez,False,False,False,False,False,False,False,False,True
natewebb,False,False,False,False,False,False,False,False,True
luispena,False,False,False,False,False,False,False,False,True
josepaulino,False,False,False,False,False,False,False,False,True
luisperdomo,False,False,False,False,False,False,False,False,True
jorgerodriguez,False,False,False,False,False,False,False,False,True
carlosduran,False,False,False,False,False,False,False,False,True
janeromiller,False,False,False,False,False,False,False,False,True
dylanlesko,False,False,False,False,False,False,False,False,True
raimongomez,False,False,False,False,False,False,False,False,True
rhettkouba,False,False,False,False,False,False,False,False,True
brannelifranco,False,False,False,False,False,False,False,False,True
alexanderalberto,False,False,False,False,False,False,False,False,True
drewsmyly,False,False,False,False,False,False,False,False,True
willsmith,False,False,False,False,False,False,False,False,True
joekelly,False,False,False,False,False,False,False,False,True
jakediekman,False,False,False,False,False,False,False,False,True
bryanshaw,False,False,False,False,False,False,False,False,True
josecisnero,False,False,False,False,False,False,False,False,True
danielhudson,False,False,False,False,False,False,False,False,True
jayjackson,False,False,False,False,False,False,False,False,True
austinpruitt,False,False,False,False,False,False,False,False,True
wilkingrodriguez,False,False,False,False,False,False,False,False,True
mattmoore,False,False,False,False,False,False,False,False,True
nickramirez,False,False,False,False,False,False,False,False,True
chaseanderson,False,False,False,False,False,False,False,False,True
mattandriese,False,False,False,False,False,False,False,False,True
tayronguerrero,False,False,False,False,False,False,False,False,True
thayronliranzo,True,False,False,False,False,False,True,False,False
blakesabol,True,False,False,False,False,False,True,False,False
erichaase,True,False,False,False,False,False,True,False,False
samhuff,True,False,False,False,False,False,True,False,False
logandriscoll,True,False,False,False,False,False,True,False,False
carlosperez,True,False,False,False,False,False,True,False,False
diegocartaya,True,False,False,False,False,False,True,False,False
omarnarvaez,True,False,False,False,False,False,True,False,False
loganporter,True,False,False,False,False,False,True,False,False
bryanlavastida,True,False,False,False,False,False,True,False,False
alisanchez,True,False,False,False,False,False,True,False,False
jaircamargo,True,False,False,False,False,False,True,False,False
austinnola,True,False,False,False,False,False,True,False,False
martinmaldonado,True,False,False,False,False,False,True,False,False
robbrantly,True,False,False,False,False,False,True,False,False
abrahangutierrez,True,False,False,False,False,False,True,False,False
chadwallach,True,False,False,False,False,False,True,False,False
tuckerbarnhart,True,False,False,False,False,False,True,False,False
brianserven,True,False,False,False,False,False,True,False,False
blakemitchell,True,False,False,False,False,False,True,False,False
kevinparada,True,False,False,False,False,False,True,False,False
andyyerzy,True,False,False,False,False,False,True,False,False
ericyang,True,False,False,False,False,False,True,False,False
ikeirish,True,True,False,False,False,True,True,False,False
yasmanigrandal,True,False,False,False,False,False,True,False,False
yangomes,True,False,False,False,False,False,True,False,False
sebyzavala,True,False,False,False,False,False,True,False,False
curtcasali,True,False,False,False,False,False,True,False,False
pabloaliendo,True,True,False,False,False,False,True,False,False
chrisokey,True,False,False,False,False,False,True,False,False
calebknight,True,False,False,False,False,False,True,False,False
christianbethancourt,True,False,False,False,False,False,True,False,False
kylemccann,True,False,False,False,False,False,True,False,False
andrewknapp,True,False,False,False,False,False,True,False,False
franciscomejia,True,False,False,False,False,False,True,False,False
jaksonreetz,True,False,False,False,False,False,True,False,False
renepinto,True,False,False,False,False,False,True,False,False
antoniogomez,True,False,False,False,False,False,True,False,False
miguelpalma,True,False,False,False,False,False,True,False,False
enriquejimenez,True,True,False,False,False,False,True,False,False
alfredoduno,True,False,False,False,False,False,True,False,False
daiversongutierrez,True,False,False,False,False,False,True,False,False
malcolmmoore,True,False,False,False,False,False,True,False,False
grantkoch,True,False,False,False,False,False,True,False,False
carloslinarez,True,False,False,False,False,False,True,False,False
yovannyrodriguez,True,False,False,False,False,False,True,False,False
franklinrojas,True,False,False,False,False,False,True,False,False
yohendrysanchez,True,False,False,False,False,False,True,False,False
davidbanuelos,True,False,False,False,False,False,True,False,False
wadestauss,True,False,False,False,False,False,True,False,False
walkerjanek,True,False,False,False,False,False,True,False,False
caleblomavita,True,False,False,False,False,False,True,False,False
davidrodriguez,True,False,False,False,False,False,True,False,False
carlosmartinez,True,False,False,False,False,False,True,False,False
eduardotait,True,False,False,False,False,False,True,False,False
rainielrodriguez,True,False,False,False,False,False,True,False,False
cadenbodine,True,False,False,False,False,False,True,False,False
lukestevenson,True,False,False,False,False,False,True,False,False
ronaldohernandez,True,False,False,False,False,False,True,False,False
mylesnaylor,False,False,False,False,True,False,True,False,False
brandonwinokur,False,False,False,True,True,True,True,False,False
gabrielrodriguez,False,False,False,False,True,False,True,False,False
malcomnunez,False,True,False,False,True,False,True,False,False
luisverdugo,False,True,False,False,True,False,True,False,False
yuniorseverino,False,False,False,False,True,False,True,False,False
luisdelossantos,False,False,False,False,True,False,True,False,False
armandoalvarez,False,False,False,False,True,False,True,False,False
charlesleblanc,False,True,False,False,True,False,True,False,False
graekessinger,False,False,False,False,True,False,True,False,False
miguelsano,False,False,False,False,True,False,True,False,False
dannymendick,False,False,False,False,True,False,True,False,False
coletucker,False,False,False,False,True,False,True,False,False
davidbote,False,False,False,False,True,False,True,False,False
davidfletcher,False,False,True,False,True,False,True,False,False
ehireadrianza,False,False,False,False,True,False,True,False,False
diegocastillo1,False,False,False,True,True,False,True,False,False
jacklopez,False,False,False,True,True,False,True,False,False
mikebrosseau,False,False,False,False,True,False,True,False,False
haroldcastro,False,False,False,True,True,False,True,False,False
austinshenton,False,True,False,False,True,False,True,False,False
jamesnelson,False,False,False,False,True,False,True,False,False
maikelfranco,False,False,False,False,True,False,True,False,False
alexmcfarlane,False,False,False,False,False,False,False,True,True
dariusvines,False,False,False,False,False,False,False,True,False
tylerblack,False,True,False,False,False,True,True,False,False
nicksogard,False,True,True,False,True,False,True,False,False
tyleraustin,False,False,False,False,False,True,True,False,False
deyvisondelossantos,False,True,False,False,True,False,True,False,False
davisdaniel,False,False,False,False,False,False,False,True,True
shanepanzini,False,False,False,False,False,False,False,True,True
alejandrohidalgo,False,False,False,False,False,False,False,True,False
druehackenberg,False,False,False,False,False,False,False,True,False
tommymace,False,False,False,False,False,False,False,True,True
michaelmorales,False,False,False,False,False,False,False,True,False
brockselvidge,False,False,False,False,False,False,False,True,False
peterheubeck,False,False,False,False,False,False,False,True,False
alexsantosii,False,False,False,False,False,False,False,True,False
anthonysolometo,False,False,False,False,False,False,False,True,False
masonalbright,False,False,False,False,False,False,False,True,False
victorlizarraga,False,False,False,False,False,False,False,True,False
asalacy,False,False,False,False,False,False,False,True,False
brendanbeck,False,False,False,False,False,False,False,True,False
jacobsteinmetz,False,False,False,False,False,False,False,True,False
owenmurphy,False,False,False,False,False,False,False,True,False
brandonbarriera,False,False,False,False,False,False,False,True,False
christianmcgowan,False,False,False,False,False,False,False,True,False
dylanfile,False,False,False,False,False,False,False,True,False
coleirvin,False,False,False,False,False,False,False,True,False
bryansammons,False,False,False,False,False,False,False,True,False
domingogerman,False,False,False,False,False,False,False,True,False
humbertocastellanos,False,False,False,False,False,False,False,True,False
tjsikkema,False,False,False,False,False,False,False,True,True
joshrogers,False,False,False,False,False,False,False,True,False
jackoloughlin,False,False,False,False,False,False,False,True,True
sixtosanchez,False,False,False,False,False,False,False,True,False
daultonjefferies,False,False,False,False,False,False,False,True,False
thaddeusward,False,False,False,False,False,False,False,True,True
logangillaspie,False,False,False,False,False,False,False,True,True
kyletyler,False,False,False,False,False,False,False,True,True
hyunilchoi,False,False,False,False,False,False,False,True,True
yormangomez,False,False,False,False,False,False,False,True,False
rossstripling,False,False,False,False,False,False,False,True,False
lancelynn,False,False,False,False,False,False,False,True,False
brandonbirdsell,False,False,False,False,False,False,False,True,False
richhill,False,False,False,False,False,False,False,True,False
gersongarabito,False,False,False,False,False,False,False,True,False
kylebrnovich,False,False,False,False,False,False,False,True,False
tyblach,False,False,False,False,False,False,False,True,False
jimmyendersby,False,False,False,False,False,False,False,True,False
tuckerdavidson,False,False,False,False,False,False,False,True,False
aaronbrooks,False,False,False,False,False,False,False,True,False
deivigarcia,False,False,False,False,False,False,False,True,False
davidbuchanan,False,False,False,False,False,False,False,True,False
dakotahudson,False,False,False,False,False,False,False,True,False
jamespaxton,False,False,False,False,False,False,False,True,False
johnmeans,False,False,False,False,False,False,False,True,False
julioteheran,False,False,False,False,False,False,False,True,False
johnnycueto,False,False,False,False,False,False,False,True,False
alexwood,False,False,False,False,False,False,False,True,False
luisfcastillo,False,False,False,False,False,False,False,True,False
yonnychirinos,False,False,False,False,False,False,False,True,False
dallaskeuchel,False,False,False,False,False,False,False,True,False
braylondoughty,False,False,False,False,False,False,False,True,False
marcogonzales,False,False,False,False,False,False,False,True,False
hyunjinryu,False,False,False,False,False,False,False,True,False
paoloespino,False,False,False,False,False,False,False,True,False
aaronwilkerson,False,False,False,False,False,False,False,True,False
miguelyajure,False,False,False,False,False,False,False,True,False
kennyrosenberg,False,False,False,False,False,False,False,True,False
adamoller,False,False,False,False,False,False,False,True,False
zachplesac,False,False,False,False,False,False,False,True,False
mattthompson,False,False,False,False,False,False,False,True,False
jonathanbermudez,False,False,False,False,False,False,False,True,False
blairhenley,False,False,False,False,False,False,False,True,False
brandonleibrandt,False,False,False,False,False,False,False,True,False
humbertomejia,False,False,False,False,False,False,False,True,False
andersonespinoza,False,False,False,False,False,False,False,True,False
lachlanwells,False,False,False,False,False,False,False,True,False
dinelsonlamet,False,False,False,False,False,False,False,True,False
justinarmbruester,False,False,False,False,False,False,False,True,False
tyfloyd,False,False,False,False,False,False,False,True,False
joshknoth,False,False,False,False,False,False,False,True,False
jetermartinez,False,False,False,False,False,False,False,True,False
noblemeyer,False,False,False,False,False,False,False,True,False
charleesoto,False,False,False,False,False,False,False,True,False
isaaccoffey,False,False,False,False,False,False,False,True,False
chandlerchamplain,False,False,False,False,False,False,False,True,False
humbertocruz,False,False,False,False,False,False,False,True,False
jacksonferris,False,False,False,False,False,False,False,True,False
camcaminiti,False,False,False,False,False,False,False,True,False
kashmayfield,False,False,False,False,False,False,False,True,False
levisterling,False,False,False,False,False,False,False,True,False
brodybrecht,False,False,False,False,False,False,False,True,False
hyunseokjang,False,False,False,False,False,False,False,True,False
botakahashi,False,False,False,False,False,False,False,True,False
arieljurado,False,False,False,False,False,False,False,True,False
ryansloan,False,False,False,False,False,False,False,True,False
kruzschoolcraft,False,False,False,False,False,False,False,True,False
gagewood,False,False,False,False,False,False,False,True,False
zachroot,False,False,False,False,False,False,False,True,False
jamiearnold,False,False,False,False,False,False,False,True,False
rileyquick,False,False,False,False,False,False,False,True,False
patrickforbes,False,False,False,False,False,False,False,True,False
marcusphillips,False,False,False,False,False,False,False,True,False
kysonwitherspoon,False,False,False,False,False,False,False,True,False
luisortiz1,False,False,False,False,False,False,False,True,False
yordannymonegro,False,False,False,False,False,False,False,True,False
miguelmendez,False,False,False,False,False,False,False,True,False
khalstephen,False,False,False,False,False,False,False,True,False
karsonmilbrandt,False,False,False,False,False,False,False,True,False
enmanuelvaldez,False,True,False,False,False,False,True,False,False
tremorgan,False,True,False,False,False,False,True,False,False
billycook,False,True,False,False,False,True,True,False,False
luisguillorme,False,False,True,False,True,False,True,False,False
yoeilincespedes,False,False,True,False,False,False,True,False,False
mitchvoit,False,False,True,False,False,False,True,False,False
angelguzman,False,False,True,False,False,False,True,False,False
kyledebarge,False,False,True,True,False,False,True,False,False
aroonescobar,False,False,True,False,False,False,True,False,False
jacobgonzalez,False,False,True,True,False,False,True,False,False
jacobberry,False,False,True,False,True,True,True,False,False
gregjones,False,False,True,False,False,True,True,False,False
michaeltoglia,False,True,False,False,False,False,True,False,False
yiddicappe,False,False,True,False,False,False,True,False,False
kevinmade,False,False,True,True,False,False,True,False,False
felixmorrobel,False,False,True,True,False,False,True,False,False
jddix,False,False,True,False,False,False,True,False,False
christiancairo,False,False,True,False,True,True,True,False,False
jordandiaz,False,False,True,False,False,False,True,False,False
josedevers,False,False,True,False,False,False,True,False,False
juliocarreras,False,False,True,False,True,False,True,False,False
joeywendle,False,False,True,False,False,False,True,False,False
mattduffy,False,False,True,False,False,False,True,False,False
jamiewestbrook,False,False,True,False,True,False,True,False,False
whitmerrifield,False,False,True,False,False,False,True,False,False
darrenbaker,False,False,True,False,False,True,True,False,False
nickgordon,False,False,True,False,False,False,True,False,False
tonykemp,False,False,True,False,False,False,True,False,False
zachremillard,False,False,True,False,False,False,True,False,False
nikogoodrum,False,False,True,True,False,False,True,False,False
victoracosta,False,False,True,False,False,False,True,False,False
luisguerrero,False,False,True,False,False,False,True,False,False
timelko,False,True,False,False,False,False,True,False,False
donovansolano,False,True,False,False,False,False,True,False,False
abrahamtoro,False,True,False,False,False,False,True,False,False
nikokavadas,False,True,False,False,False,False,True,False,False
yuligurriel,False,False,False,False,False,False,True,False,False
ralphyvelazquez,False,True,False,False,False,False,True,False,False
leodevries,False,False,False,True,False,False,True,False,False
paytoneeles,False,False,True,True,False,True,True,False,False
aaronschunk,False,False,True,True,False,False,True,False,False
lioverpeguero,False,True,False,True,False,False,True,False,False
lukewilliams,False,False,False,True,False,False,True,False,False
cameroncauley,False,False,True,True,False,True,True,False,False
bradenshewmake,False,False,False,True,False,False,True,False,False
richiemartin,False,False,False,True,True,False,True,False,False
daviswendzel,False,False,False,True,False,False,True,False,False
jesusmade,False,False,False,True,False,False,True,False,False
bobseymour,False,True,False,False,False,False,True,False,False
carterkieboom,False,True,False,False,False,False,True,False,False
mattmervis,False,True,False,False,False,False,True,False,False
yohandymorales,False,True,False,False,True,False,True,False,False
joeymeneses,False,True,False,False,False,False,True,False,False
ryannoda,False,True,False,False,False,True,True,False,False
logandavidson,False,True,False,False,False,False,True,False,False
damianopalmegiani,False,True,False,False,True,False,True,False,False
davidvillar,False,True,False,False,False,False,True,False,False
blazejordan,False,True,False,False,True,False,True,False,False
alexbinelas,False,True,False,False,False,False,True,False,False
victorbericoto,False,True,False,False,False,True,True,False,False
jonsingleton,False,True,False,False,False,False,True,False,False
bobbydalbec,False,True,False,True,False,False,True,False,False
ivanmelendez,False,True,False,False,False,False,True,False,False
aaronsabato,False,True,False,False,False,False,True,False,False
wesclarke,False,True,False,False,False,False,True,False,False
kestonhiura,False,True,False,False,False,False,True,False,False
blakeburke,False,True,False,False,False,False,True,False,False
tristinenglish,False,True,False,False,False,False,True,False,False
camcollier,False,True,False,False,True,False,True,False,False
nicksolak,False,True,True,False,False,False,True,False,False
nathanhickey,False,True,False,False,False,False,True,False,False
josesalas,False,True,True,False,False,False,True,False,False
eduardoherrera,False,True,False,False,False,False,True,False,False
matthewbatten,False,True,False,False,True,False,True,False,False
briananderson,False,True,False,False,False,False,True,False,False
tylernevin,False,True,False,False,False,False,True,False,False
micahpries,False,True,False,False,False,False,True,False,False
andrelipcius,False,True,True,False,False,False,True,False,False
davidhensley,False,True,False,False,False,False,True,False,False
joseabreu,False,True,False,False,False,False,True,False,False
anthonyrizzo,False,True,False,False,False,False,True,False,False
blighmadris,False,True,False,False,False,False,True,False,False
treymancini,False,True,False,False,False,False,True,False,False
joeygallo,False,True,False,False,False,False,True,False,False
patrickwisdom,False,True,False,False,False,False,True,False,False
jasonvosler,False,True,False,False,False,False,True,False,False
jaredwalsh,False,True,False,False,False,False,True,False,False
brandondrury,False,True,False,False,False,False,True,False,False
juanyepez,False,True,False,False,False,False,True,False,False
elehurismontero,False,True,False,False,False,False,True,False,False
lewindiaz,False,True,False,False,False,False,True,False,False
garrettcooper,False,True,False,False,False,False,True,False,False
nickpratto,False,True,False,False,False,False,True,False,False
edwinrios,False,True,False,False,False,False,True,False,False
mikeford,False,True,False,False,False,False,True,False,False
milantolentino,False,False,True,True,True,False,True,False,False
kevinsmith,False,False,False,True,False,False,True,False,False
osleivisbasabe,False,False,True,True,True,False,True,False,False
levijordan,False,False,False,True,True,False,True,False,False
chadstevens,False,False,True,True,True,False,True,False,False
jeremyrodriguez,False,False,True,True,True,False,True,False,False
joendryvargas,False,False,False,True,True,False,True,False,False
yolfrancastillo,False,False,False,True,True,False,True,False,False
emiliosanchez,False,False,False,True,True,False,True,False,False
calebbonemer,False,False,False,True,True,False,True,False,False
robertocampos,False,False,False,False,False,True,True,False,False
bryandelacruz,False,False,False,False,False,True,True,False,False
jaisonchourio,False,False,False,False,False,True,True,False,False
samhilliard,False,False,False,False,False,True,True,False,False
eduardoquintero,False,False,False,False,False,True,True,False,False
cavanbiggio,False,False,False,False,False,True,True,False,False
kevinpillar,False,False,False,False,False,True,True,False,False
hudsonhaskin,False,False,False,False,False,True,True,False,False
carlosjorge,False,False,False,False,False,True,True,False,False
dazcameron,False,False,False,False,False,True,True,False,False
aaronzavala,False,False,False,False,False,True,True,False,False
seanbouchard,False,False,False,False,False,True,True,False,False
michaelataylor,False,False,False,False,False,True,True,False,False
josuedepaula,False,False,False,False,False,True,True,False,False
ivanjohnson,False,False,False,False,False,True,True,False,False
joseazocar,False,False,False,False,False,True,True,False,False
samuelzavala,False,False,False,False,False,True,True,False,False
tylermcdonough,False,False,False,True,False,True,True,False,False
eduardogarcia,False,False,False,True,False,True,True,False,False
dernichevaldez,False,False,False,True,False,True,True,False,False
mattgorski,False,True,False,False,False,True,True,False,False
charlieblackmon,False,False,False,False,False,True,True,False,False
robbiegrossman,False,False,False,False,False,True,True,False,False
sandrofabian,False,False,False,False,False,True,True,False,False
connercapel,False,False,False,False,False,True,True,False,False
treycabbage,False,False,False,False,False,True,True,False,False
djstewart,False,False,False,False,False,True,True,False,False
forrestwall,False,False,False,False,False,True,True,False,False
adamduvall,False,False,False,False,False,True,True,False,False
alexkirilloff,False,False,False,False,False,True,True,False,False
jakecave,False,False,False,False,False,True,True,False,False
kevinkiermaier,False,False,False,False,False,True,True,False,False
davidperalta,False,False,False,False,False,True,True,False,False
stonegarrett,False,False,False,False,False,True,True,False,False
jpmartinez,False,False,False,False,False,True,True,False,False
bubbathompson,False,False,False,False,False,True,True,False,False
mitchhaniger,False,False,False,False,False,True,True,False,False
daviddahl,False,False,False,False,False,True,True,False,False
ryanmckenna,False,False,False,False,False,True,True,False,False
aaronhicks,False,False,False,False,False,True,True,False,False
avisailgarcia,False,False,False,False,False,True,True,False,False
elierhernandez,False,False,False,False,False,True,True,False,False
moisesgomez,False,False,False,False,False,True,True,False,False
mattfraizer,False,False,False,False,False,True,True,False,False
carlosdelacruz,False,False,False,False,False,True,True,False,False
dasanbrown,False,False,False,False,False,True,True,False,False
franmilreyes,False,False,False,False,False,True,True,False,False
ethanwilson,False,False,False,False,False,True,True,False,False
sammysiani,False,False,False,False,False,True,True,False,False
oscarcolas,False,False,False,False,False,True,True,False,False
dalvyrosario,False,False,False,False,False,True,True,False,False
franchycordero,False,False,False,False,False,True,True,False,False
zachdeloach,False,False,False,False,False,True,True,False,False
yonathanperlaza,False,False,False,False,False,True,True,False,False
miguelbleis,False,False,False,False,False,True,True,False,False
calstevenson,False,False,False,False,False,True,True,False,False
jimmyherron,False,False,False,False,False,True,True,False,False
estevanflorial,False,False,False,False,False,True,True,False,False
quincyhamilton,False,False,False,False,False,True,True,False,False
edwardolivares,False,False,False,False,False,True,True,False,False
tylergentry,False,False,False,False,False,True,True,False,False
colecarrigg,False,False,False,False,False,True,True,False,False
cooperhummel,False,False,False,False,False,True,True,False,False
bengamel,False,False,False,False,False,True,True,False,False
bennymontgomery,False,False,False,False,False,True,True,False,False
rafaelortega,False,False,False,False,False,True,True,False,False
justicebigbie,False,False,False,False,False,True,True,False,False
colinbarber,False,False,False,False,False,True,True,False,False
judfabian,False,False,False,False,False,True,True,False,False
chasedavis,False,False,False,False,False,True,True,False,False
reedtrimble,False,False,False,False,False,True,True,False,False
eddyalvarez,False,False,False,False,False,True,True,False,False
rafaelmorel,False,False,False,False,False,True,True,False,False
anthonygarcia,False,False,False,False,False,True,True,False,False
brockjones,False,False,False,False,False,True,True,False,False
eloyjimenez,False,False,False,False,False,True,True,False,False
jacobhurtubise,False,False,False,False,False,True,True,False,False
jordynadams,False,False,False,False,False,True,True,False,False
gregallen,False,False,False,False,False,True,True,False,False
drewavans,False,False,False,False,False,True,True,False,False
nelsonvelazquez,False,False,False,False,False,True,True,False,False
yopheryrodriguez,False,False,False,False,False,True,True,False,False
pabloreyes,False,False,False,False,False,True,True,False,False
esmilvalencia,False,False,False,False,False,True,True,False,False
gianzapata,False,False,False,False,False,True,True,False,False
adolfosanchez,False,False,False,False,False,True,True,False,False
luisgonzalez,False,False,False,False,False,True,True,False,False
paulinosantana,False,False,False,False,False,True,True,False,False
adrielradney,False,False,False,False,False,True,True,False,False
robertarias,False,False,False,False,False,True,True,False,False
druwjones,False,False,False,False,False,True,True,False,False
victorhurtado,False,False,False,False,False,True,True,False,False
elijahgreen,False,False,False,False,False,True,True,False,False
leonardopineda,False,False,False,False,False,True,True,False,False
cristhianvaquero,False,False,False,False,False,True,True,False,False
