tj_id,fp_atc,fp_alt,alt-atc,fp_avg,fp_e,atc-e,total_25
joshjung,349.14537000000007,345.32608,-3.8192900000000805,347.235725,371.0,-21.85462999999993,339.0
nolangorman,355.374618,338.9110069999999,-16.46361100000007,347.1428125,361.0,-5.625382000000002,273.0
deankremer,350.05697499999997,344.0,-6.056974999999966,347.0284875,324.5,25.556974999999966,410.3
cedricmullins,335.33546,356.91880000000003,21.58334000000002,346.12713,325.0,10.335460000000012,385.0
jaredtriolo,345.35899,344.23834,-1.120650000000012,344.798665,207.0,138.35899,250.0
robertgarcia,323.33822499999997,365.0,41.661775000000034,344.1691125,400.0,-76.66177500000003,264.5
zacklittell,323.91590999999994,362.5,38.58409000000006,343.20795499999997,383.0,-59.08409000000006,422.8
camschlittler,337.909225,347.0,9.090775000000008,342.4546125,346.5,-8.590775000000008,199.0
brookslee,352.78399,331.64633,-21.13766000000004,342.21515999999997,346.0,6.783990000000017,335.0
andrewbenintendi,338.02878000000004,345.96959999999996,7.940819999999917,341.99919,334.0,4.02878000000004,346.0
jordanwalker,331.66206,351.91569000000004,20.253630000000044,341.788875,330.0,1.6620599999999968,244.0
ryanjeffers,345.688651,335.73580799999996,-9.95284300000003,340.7122295,330.0,15.688650999999993,314.0
shanemcclanahan,319.66133,361.5,41.83866999999998,340.580665,285.0,34.66133000000002,0.0
coltkeith,343.79357999999996,335.8771,-7.916479999999979,339.83534,359.0,-15.206420000000037,333.0
victorscottii,340.43845999999996,337.6501,-2.7883599999999547,339.04427999999996,368.0,-27.561540000000036,329.0
jtrealmuto,331.03045999999995,345.80373000000003,14.773270000000082,338.417095,350.0,-18.969540000000052,362.0
sethlugo,350.80907499999995,325.5,-25.30907499999995,338.15453749999995,421.0,-70.19092500000005,331.7
isaacparedes,346.06042299999996,329.553976,-16.50644699999998,337.80719949999997,422.0,-75.93957700000004,337.0
brandonmarsh,345.97745,327.34905000000003,-18.628399999999942,336.66325,376.0,-30.022550000000024,322.0
chandlersimpson,343.493122,329.17558,-14.317542000000003,336.334351,423.0,-79.50687799999997,330.0
victorvodnik,309.02228,362.0,52.97771999999998,335.51114,233.5,75.52228000000002,237.8
sladececconi,313.9567200000001,354.0,40.043279999999925,333.97836000000007,341.5,-27.543279999999925,300.0
giancarlostanton,337.023244,329.90093374,-7.122310259999949,333.46208887,425.0,-87.97675600000002,280.0
shanebieber,314.66666000000004,352.0,37.333339999999964,333.33333000000005,309.0,5.666660000000036,120.7
griffinjax,340.544705,326.0,-14.544705000000022,333.2723525,418.5,-77.95529499999998,167.0
graysonrodriguez,302.87442,361.0,58.125580000000014,331.93721,318.0,-15.125580000000014,0.0
seanburke,315.368165,348.0,32.631835000000024,331.6840825,281.5,33.868164999999976,278.7
chadpatrick,292.44124,368.5,76.05876,330.47062,366.0,-73.55876,270.8
jacoblopez,320.09829,340.5,20.40170999999998,330.299145,240.5,79.59829000000002,263.3
jesussanchez,327.73416000000003,332.79868999999997,5.064529999999934,330.266425,341.0,-13.265839999999969,357.0
krisbubic,336.821222,321.5,-15.321221999999977,329.160611,397.0,-60.17877800000002,325.7
cadehorton,319.26238500000005,339.0,19.73761499999995,329.1311925,341.5,-22.23761499999995,341.0
chasemeidroth,338.87838,318.90938,-19.968999999999994,328.89387999999997,377.0,-38.12162000000001,300.0
addisonbarger,331.58443700000004,326.05379999999997,-5.53063700000007,328.8191185,399.0,-67.41556299999996,392.0
kylefreeland,306.315985,351.0,44.68401499999999,328.6579925,296.5,9.815985000000012,290.8
ryanmcmahon,327.730448,328.14099,0.410541999999964,327.935719,405.0,-77.26955199999998,389.0
tommyedman,330.48676000000006,324.34758,-6.139180000000067,327.41717000000006,307.0,23.48676000000006,261.0
connornorby,329.63314,323.74302,-5.8901200000000244,326.68808,380.0,-50.366859999999974,236.0
gavinsheets,326.263993,326.34333,0.0793369999999527,326.3036615,351.0,-24.736006999999972,392.0
anthonyvolpe,332.33613,319.18654000000004,-13.14958999999999,325.76133500000003,358.0,-25.663869999999974,431.0
trevormegill,394.84453999999994,256.5,-138.34453999999994,325.67226999999997,493.0,-98.15546000000006,474.5
lucasgiolito,311.934995,338.0,26.065004999999985,324.96749750000004,364.0,-52.065004999999985,362.0
noahcameron,329.882865,318.0,-11.882864999999981,323.9414325,405.5,-75.61713500000002,357.2
marcelomayer,326.36177000000004,321.06831000000005,-5.293459999999982,323.71504000000004,310.0,16.361770000000035,89.0
fostergriffin,295.80118999999996,351.5,55.69881000000004,323.65059499999995,304.0,-8.198810000000037,0.0
matthewliberatore,313.486735,332.0,18.51326499999999,322.7433675,314.5,-1.0132649999999899,333.3
cristianjavier,315.55578,329.5,13.944219999999973,322.52789,291.0,24.555780000000027,85.0
gerritcole,287.49593500000003,357.5,70.00406499999997,322.4979675,313.0,-25.50406499999997,0.0
ryanweathers,305.740515,339.0,33.259484999999984,322.3702575,239.0,66.74051500000002,91.7
cadecavalli,298.408115,345.5,47.09188499999999,321.9540575,278.0,20.40811500000001,106.3
spencerhorwitz,331.464746,312.27281300000004,-19.19193299999995,321.8687795,340.0,-8.535254000000009,310.0
hurstonwaldrep,303.033205,339.0,35.96679499999999,321.0166025,284.5,18.53320500000001,174.7
wenceelperez,323.81857999999994,318.11424,-5.704339999999945,320.96641,334.0,-10.18142000000006,288.0
edwinuceta,325.31723999999997,316.5,-8.81723999999997,320.90862,355.0,-29.68276000000003,284.5
kyleteel,325.56212,314.80449000000004,-10.75762999999995,320.183305,357.0,-31.437880000000007,225.0
loganhenderson,311.810495,328.5,16.689504999999997,320.1552475,293.5,18.310495000000003,96.2
chasedelauter,328.07153999999997,311.61035300000003,-16.46118699999994,319.8409465,267.0,61.07153999999997,0.0
joeycantillo,312.52578,327.0,14.474220000000003,319.76288999999997,348.5,-35.97422,264.7
parkermeadows,322.4317,316.55305000000004,-5.878649999999936,319.49237500000004,366.0,-43.56830000000002,130.0
mikeyastrzemski,318.4839,318.58357400000006,0.09967400000005,318.53373700000003,356.0,-37.516099999999994,394.0
nickmartinez,299.571875,336.0,36.42812500000002,317.7859375,363.5,-63.92812500000002,372.3
austinwells,322.25403,312.73173,-9.522299999999973,317.49288,334.0,-11.74597,342.0
gabrielmoreno,319.56876,314.55177,-5.016990000000021,317.06026499999996,316.0,3.5687599999999975,238.0
zacheflin,318.599175,315.0,-3.5991750000000025,316.79958750000003,315.0,3.5991750000000025,154.2
davismartin,297.930135,333.0,35.06986499999999,315.46506750000003,296.0,1.930135000000007,299.3
tylermahle,297.331995,333.0,35.668004999999994,315.1659975,229.5,67.831995,229.3
jjwetherholt,327.1133,302.70507,-24.408230000000003,314.909185,354.0,-26.88670000000002,0.0
eduardorodriguez,316.6266800000001,312.5,-4.1266800000000785,314.56334000000004,354.5,-37.87331999999992,336.2
mikeburrows,296.574345,329.5,32.925655000000006,313.0371725,338.5,-41.925655000000006,205.5
paulgoldschmidt,310.304267,314.808462,4.504195000000038,312.5563645,184.0,126.30426699999998,368.0
kebryanhayes,314.03712,310.00955999999996,-4.027560000000051,312.02333999999996,353.0,-38.962879999999984,325.0
baileyober,333.893885,290.0,-43.89388500000001,311.9469425,415.0,-81.10611499999999,297.2
braxtonashcraft,305.530225,318.0,12.469775000000027,311.7651125,219.5,86.03022499999997,184.8
bonaylor,313.72825,306.38814,-7.3401099999999815,310.058195,285.0,28.728250000000003,277.0
rileyobrien,304.66866,315.0,10.331340000000012,309.83433,301.0,3.6686599999999885,189.0
dustinmay,309.2042,310.0,0.7957999999999856,309.6021,283.0,26.204200000000014,284.7
michaelsoroka,308.91670000000005,309.5,0.5832999999999515,309.20835,233.0,75.91670000000005,201.3
brettbaty,314.890133,300.71436,-14.175772999999992,307.8022465,349.0,-34.10986700000001,325.0
markvientos,313.46557,299.251609,-14.21396100000004,306.3585895,356.0,-42.534429999999986,317.0
loganohoppe,300.483631,311.82000999999997,11.336378999999965,306.1518205,301.0,-0.5163689999999974,265.0
franciscoalvarez,319.44768,292.81941399999994,-26.628266000000053,306.13354699999996,302.0,17.44767999999999,205.0
trevorlarnach,307.42478000000006,302.1839130000001,-5.24086699999998,304.80434650000007,412.0,-104.57521999999994,390.0
joshsmith,308.72966,299.4522,-9.27746000000002,304.09093,386.0,-77.27033999999998,373.0
spencersteer,310.27194999999995,297.60836,-12.663589999999942,303.940155,453.0,-142.72805000000005,420.0
austinhays,312.53299000000004,294.16216000000003,-18.370830000000012,303.347575,374.0,-61.46700999999996,340.0
reeseolson,301.31597,304.0,2.684030000000007,302.657985,200.0,101.31597,174.3
claytonbeeter,271.270355,333.5,62.229645000000005,302.3851775,149.5,121.770355,66.2
jakemeyers,301.55011,302.28381399999995,0.733703999999932,301.916962,301.0,0.5501100000000179,271.0
adrianhouser,281.96090879999997,319.5,37.53909120000003,300.7304544,302.5,-20.53909120000003,292.0
evancarter,305.62676,295.00845,-10.618310000000008,300.31760499999996,433.0,-127.37324000000001,186.0
jocpederson,298.81323,301.71630799999997,2.9030779999999936,300.264769,255.0,43.813229999999976,184.0
reynaldolopez,286.927145,312.0,25.072855000000004,299.4635725,303.0,-16.072855000000004,2.5
michaelmcgreevy,309.61074,288.0,-21.61074000000002,298.80537000000004,259.5,50.11074000000002,220.8
bradyhouse,304.64628999999996,291.85979,-12.78649999999999,298.25303999999994,309.0,-4.353710000000035,157.0
justinverlander,265.42815500000006,331.0,65.57184499999994,298.21407750000003,334.0,-68.57184499999994,309.5
willwarren,294.567815,300.5,5.932185000000004,297.5339075,234.5,60.067814999999996,392.2
griffincanning,266.41993,328.5,62.08006999999998,297.459965,193.5,72.91993000000002,208.2
dylanbeavers,298.14465,294.3307,-3.813950000000034,296.23767499999997,362.0,-63.85534999999999,104.0
samuelbasallo,300.91637099999997,291.35636800000003,-9.560002999999938,296.1363695,341.0,-40.08362900000003,70.0
taylorrogers,241.65713,349.5,107.84287,295.578565,265.0,-23.342870000000005,128.8
bryceeldridge,286.66720899999996,303.63673600000004,16.969527000000085,295.1519725,245.0,41.66720899999996,18.0
zebbymatthews,298.247755,292.0,-6.247754999999984,295.1238775,285.5,12.747754999999984,188.7
brayanrocchio,299.4002,289.07192,-10.328280000000007,294.23605999999995,270.0,29.400199999999984,241.0
tylerstephenson,294.604879,293.175026,-1.42985299999998,293.8899525,303.0,-8.395121000000017,255.0
andrepallante,272.89487500000007,313.5,40.60512499999993,293.19743750000004,318.0,-45.10512499999993,280.3
maxmeyer,279.53896,305.5,25.961040000000025,292.51948,213.5,66.03895999999997,146.3
gavinlux,291.61741,289.95882000000006,-1.658589999999947,290.78811500000006,344.0,-52.38258999999999,327.0
stevenmatz,271.57264000000004,310.0,38.427359999999965,290.78632000000005,255.0,16.572640000000035,213.3
parkermessick,274.68607499999996,306.5,31.81392500000004,290.5930375,267.0,7.68607499999996,109.3
zachmckinstry,290.53391,289.72894,-0.8049699999999689,290.13142500000004,316.0,-25.46609000000001,406.0
landenroupp,282.20628999999997,294.5,12.293710000000033,288.353145,263.0,19.206289999999967,259.8
rhyshoskins,286.749491,287.755456,1.0059650000000033,287.25247349999995,232.0,54.74949099999998,236.0
alekthomas,284.78580000000005,287.44388,2.658079999999927,286.11484,334.0,-49.21419999999995,289.0
jojoromero,281.63703499999997,289.5,7.862965000000031,285.5685175,291.0,-9.362965000000031,244.0
christianmoore,289.69025,280.66639,-9.023860000000013,285.17832,340.0,-50.30975000000001,122.0
lanethomas,278.3158,288.8041,10.488299999999981,283.55995,317.0,-38.684199999999976,78.0
robertstephenson,240.09324,326.5,86.40675999999999,283.29662,193.0,47.09324000000001,41.5
aaroncivale,241.17767500000002,324.5,83.32232499999998,282.8388375,208.5,32.67767500000002,219.0
dominiccanzone,285.8857709999999,279.170366,-6.715404999999919,282.52806849999996,347.0,-61.11422900000008,208.0
isaaccollins,282.91651,281.40434,-1.512170000000026,282.16042500000003,348.0,-65.08348999999998,358.0
jpsears,295.443295,266.0,-29.443294999999978,280.7216475,288.5,6.943294999999978,309.8
tyleroneill,274.602391,285.9200819999999,11.317690999999911,280.2612365,288.0,-13.397608999999989,152.0
kodaisenga,288.61938000000004,271.0,-17.619380000000035,279.80969000000005,315.0,-26.380619999999965,291.7
patrickbailey,286.10179999999997,272.48216199999996,-13.619638000000009,279.29198099999996,297.0,-10.898200000000031,270.0
justincrawford,283.12931000000003,275.36544,-7.763870000000054,279.24737500000003,303.0,-19.870689999999968,0.0
bradlord,279.89943,278.5,-1.3994299999999953,279.19971499999997,258.0,21.899429999999995,270.3
andrewsaalfrank,287.84718,270.0,-17.84717999999998,278.92359,0.0,287.84718,108.5
anthonykay,261.616735,294.5,32.883264999999994,278.05836750000003,270.5,-8.883264999999994,0.0
braxtongarrett,267.70252,287.5,19.797480000000007,277.60126,337.0,-69.29748000000001,0.0
robertsuarez,294.74728000000005,260.0,-34.747280000000046,277.37364,235.5,59.247280000000046,598.8
patrickcorbin,255.81985999999998,298.5,42.68014000000002,277.15993,334.5,-78.68014000000002,333.2
josecaballero,285.104612,267.62623,-17.478381999999954,276.36542099999997,324.0,-38.895388000000025,345.0
kyleisbel,282.5338699999999,269.04326000000003,-13.49060999999989,275.78856499999995,269.0,13.533869999999922,238.0
randyvasquez,256.369685,294.0,37.630314999999996,275.1848425,217.0,39.369685000000004,256.3
gabrielarias,276.09059,274.23981,-1.850780000000043,275.1652,302.0,-25.90940999999998,305.0
pavinsmith,278.23051999999996,270.31690000000003,-7.9136199999999235,274.27371,274.0,4.230519999999956,215.0
nickgonzales,270.5697,271.65697,1.0872699999999895,271.113335,223.0,47.56970000000001,230.0
rokisasaki,271.80825500000003,270.0,-1.808255000000031,270.9041275,324.5,-52.69174499999997,65.2
maxscherzer,220.86199,320.5,99.63801000000001,270.680995,290.5,-69.63801000000001,197.0
carlosnarvaez,268.45453,270.853936,2.399405999999999,269.654233,327.0,-58.54547000000002,311.0
tajbradley,267.99292,271.0,3.0070799999999736,269.49646,294.5,-26.507079999999974,296.8
jakeirvin,280.286465,258.0,-22.28646500000002,269.1432325,280.0,0.28646500000002106,328.5
camsmith,270.92948,266.84119,-4.088290000000029,268.885335,382.0,-111.07051999999999,330.0
milesmikolas,259.76978999999994,277.0,17.230210000000056,268.384895,310.5,-50.730210000000056,304.2
romygonzalez,264.14833999999996,271.30567,7.157330000000059,267.72700499999996,201.0,63.14833999999996,285.0
dillondingler,271.9335,263.517427,-8.416072999999983,267.7254635,327.0,-55.06650000000002,328.0
granttaylor,264.91866500000003,270.5,5.581334999999967,267.7093325,249.0,15.918665000000033,161.3
owencaissie,274.11427,259.619491,-14.494778999999994,266.8668805,350.0,-75.88573000000002,18.0
miguelandujar,275.90228,257.1368,-18.765480000000025,266.51954,273.0,2.902280000000019,251.0
cjkayfus,274.15612,258.88224,-15.273879999999963,266.51918,284.0,-9.843880000000013,107.0
edgarquero,264.997009,264.79244000000006,-0.20456899999993539,264.89472450000005,244.0,20.99700899999999,233.0
brooksbaldwin,265.30699,264.04715999999996,-1.2598300000000222,264.67707499999995,229.0,36.306989999999985,224.0
luismorales,253.33093499999998,275.5,22.169065000000018,264.4154675,222.5,30.830934999999982,134.8
colehenry,230.21063,298.0,67.78936999999999,264.105315,128.5,101.71063000000001,119.3
carterjensen,263.06358,262.12068999999997,-0.942890000000034,262.592135,253.0,10.063580000000002,67.0
kumarrocker,223.10987,301.5,78.39013,262.304935,226.0,-2.890129999999999,134.7
lenynsosa,266.44884099999996,258.12728999999996,-8.321551,262.28806549999996,377.0,-110.55115900000004,383.0
konnorgriffin,267.61673,256.55345,-11.06328000000002,262.08509000000004,235.0,32.61673000000002,0.0
joseberrios,270.34101,253.5,-16.841009999999983,261.920505,409.5,-139.15899000000002,371.5
freddyfermin,266.348156,257.12087,-9.227285999999992,261.734513,233.0,33.34815600000002,189.0
simeonwoodsrichardson,271.152645,252.0,-19.152645000000007,261.5763225,287.0,-15.847354999999993,277.2
carsonwilliams,265.63956,256.22582,-9.413740000000018,260.93269,287.0,-21.360439999999983,68.0
tomoyukisugano,248.87221,269.5,20.627790000000005,259.186105,269.5,-20.627790000000005,330.5
chasedollander,229.79773500000002,286.5,56.70226499999998,258.1488675,217.5,12.297735000000017,148.0
jakefraley,259.553472,256.22347,-3.330001999999979,257.888471,236.0,23.553472,161.0
garrettcleavinger,252.96981499999998,262.0,9.030185000000017,257.48490749999996,175.5,77.46981499999998,196.2
carsonbenge,263.82517,250.22425900000002,-13.600910999999996,257.0247145,319.0,-55.174829999999986,0.0
robbysnelling,214.865985,298.5,83.634015,256.6829925,131.0,83.865985,0.0
josequintana,219.36735,287.0,67.63265000000001,253.183675,245.0,-25.632650000000012,316.8
luisrengifo,256.17786,245.74346000000003,-10.434399999999982,250.96066000000002,321.0,-64.82213999999999,322.0
carsonkelly,249.088458,252.29439900000003,3.205941000000024,250.69142850000003,275.0,-25.911541999999997,308.0
bryanabreu,266.913995,233.5,-33.413995,250.2069975,300.5,-33.586005,286.0
michaellorenzen,273.366025,226.0,-47.36602499999998,249.6830125,293.0,-19.63397500000002,310.3
tyleranderson,223.76260499999998,275.5,51.73739500000002,249.6313025,293.0,-69.23739500000002,230.2
jakemccarthy,247.29661999999996,248.57791,1.2812900000000411,247.93726499999997,227.0,20.29661999999996,133.0
ianseymour,254.26177499999997,240.5,-13.761774999999972,247.38088749999997,394.0,-139.73822500000003,160.0
yoanmoncada,249.45757999999998,244.390107,-5.067472999999978,246.92384349999998,251.0,-1.5424200000000212,224.0
kyleleahy,236.45767199999997,255.5,19.042328000000026,245.978836,197.5,38.957671999999974,221.5
joeboyle,224.68803,266.5,41.81197,245.594015,256.5,-31.811970000000002,108.5
victorrobles,246.39443,243.73122,-2.6632099999999923,245.062825,265.0,-18.60557,73.0
johanoviedo,239.22268000000003,248.5,9.277319999999975,243.86134,281.0,-41.777319999999975,100.7
maxmuncy1,243.51350999999994,243.20251000000002,-0.3109999999999218,243.35800999999998,317.0,-73.48649000000006,133.0
denzelclarke,250.34347,235.48099,-14.862480000000005,242.91223,111.0,139.34347,102.0
garrettmitchell,247.65898,237.08087999999998,-10.578100000000035,242.36993,222.0,25.658980000000014,46.0
edouardjulien,241.61501,242.68672,1.071709999999996,242.150865,273.0,-31.384989999999988,108.0
kevinmcgonigle,245.38766999999999,238.39359999999996,-6.994070000000022,241.89063499999997,303.0,-57.612330000000014,0.0
willvest,254.01642999999999,228.0,-26.016429999999986,241.008215,250.5,3.5164299999999855,437.3
loganallen1,250.25666999999999,229.5,-20.756669999999986,239.878335,302.0,-51.743330000000014,328.8
coleyoung,237.27408000000003,242.37448999999998,5.100409999999954,239.824285,280.0,-42.725919999999974,148.0
tylerfreeman,231.50692,245.91323,14.40630999999999,238.71007500000002,275.0,-43.49307999999999,298.0
davisschneider,241.40413500000003,235.606692,-5.7974430000000154,238.50541350000003,140.0,101.40413500000003,190.0
andrewpainter,212.35055499999999,263.0,50.649445000000014,237.6752775,294.5,-82.14944500000001,0.0
walkerbuehler,208.01713,267.0,58.98286999999999,237.508565,153.0,55.01713000000001,274.0
georgevalera,238.567189,233.53607399999999,-5.031115000000028,236.05163149999998,287.0,-48.43281099999999,36.0
jjbleday,235.648397,236.20337999999998,0.5549829999999929,235.92588849999999,128.0,107.64839699999999,249.0
victorcaratini,234.18936200000002,236.75304,2.5636779999999817,235.471201,175.0,59.18936200000002,258.0
moisesballesteros,241.55427300000002,229.25239,-12.301883000000032,235.4033315,257.0,-15.445726999999977,59.0
marcusstroman,217.7821915,253.0,35.21780849999999,235.39109575,230.5,-12.71780849999999,76.0
justinsterner,235.422535,233.5,-1.9225350000000105,234.46126750000002,161.0,74.42253500000001,179.5
tannergordon,225.35255,243.5,18.147449999999992,234.426275,38.0,187.35255,161.7
hoganharris,227.37453,241.0,13.625470000000007,234.187265,269.5,-42.12547000000001,187.3
heribertohernandez,236.73265999999998,230.53751999999997,-6.195140000000009,233.63509,214.0,22.73265999999998,233.0
zachcole,241.74309,225.2912,-16.45188999999999,233.517145,158.0,83.74309,57.0
seanmurphy,233.73985,230.49966799999999,-3.2401820000000043,232.119759,224.0,9.73984999999999,241.0
jacoblatz,228.76763900000003,234.5,5.732360999999969,231.63381950000002,122.5,106.26763900000003,197.3
jeremiahestrada,234.572205,227.5,-7.072204999999997,231.0361025,237.0,-2.4277950000000033,252.0
christophermorel,228.90498,232.194315,3.289334999999994,230.5496475,372.0,-143.09502,221.0
luisangelacuna,236.48989,224.52649999999997,-11.963390000000032,230.508195,349.0,-112.51011,133.0
andrewkittredge,242.95638000000005,215.5,-27.456380000000053,229.22819000000004,217.5,25.456380000000053,214.0
andrewalvarez,221.80748,236.0,14.192520000000002,228.90374,31.5,190.30748,57.2
kirbyyates,247.973615,208.0,-39.973614999999995,227.9868075,196.0,51.973614999999995,152.7
tommypham,224.30491,229.75497100000004,5.450061000000034,227.0299405,280.0,-55.69508999999999,303.0
jaredjones,210.81474499999996,242.0,31.18525500000004,226.40737249999998,280.5,-69.68525500000004,0.0
austinmartin,227.58097999999998,225.06251,-2.5184699999999793,226.321745,179.0,48.58097999999998,131.0
jassondominguez,227.42085000000003,224.15451999999996,-3.2663300000000675,225.787685,423.0,-195.57914999999997,343.0
nathaniellowe,229.17190399999998,222.385575,-6.786328999999995,225.77873949999997,184.0,45.171903999999984,420.0
blazealexander,225.80200000000002,225.73230999999998,-0.06969000000003689,225.767155,153.0,72.80200000000002,187.0
jakebauers,227.273244,222.018001,-5.255243000000007,224.6456225,188.0,39.273244000000005,179.0
griffinconine,234.217,214.61664000000002,-19.600359999999995,224.41682000000003,99.0,135.217,61.0
tylerwells,215.45187000000004,232.5,17.048129999999958,223.97593500000002,132.0,83.45187000000004,64.8
haseongkim,222.69163000000003,224.57703,1.8853999999999758,223.63433000000003,259.0,-36.30836999999997,125.0
jakemangum,228.30966999999998,215.83571000000003,-12.473959999999948,222.07269000000002,205.0,23.309669999999983,301.0
lancemccullersjr,203.94542500000003,239.5,35.55457499999997,221.7227125,217.5,-13.554574999999971,97.2
lukeweaver,230.33567499999998,211.5,-18.83567499999998,220.9178375,233.0,-2.6643250000000194,261.8
jordanleasure,229.18290000000002,212.5,-16.682900000000018,220.84145,199.5,29.682900000000018,261.7
taylorwalls,220.6008,220.85754,0.25674000000000774,220.72917,221.0,-0.39920000000000755,218.0
grahampauley,224.36162000000002,217.074917,-7.286703000000017,220.71826850000002,56.0,168.36162000000002,113.0
luisgil,236.12582999999998,205.0,-31.12582999999998,220.56291499999998,318.5,-82.37417000000002,133.5
garrettwhitlock,222.03010999999998,219.0,-3.030109999999979,220.515055,212.5,9.53010999999998,255.5
josiahgray,209.70916000000005,231.0,21.290839999999946,220.35458000000003,220.5,-10.790839999999946,0.0
dannyjansen,223.24648299999998,215.939973,-7.3065099999999745,219.593228,217.0,6.246482999999984,235.0
adrianmorejon,219.126405,218.0,-1.1264050000000054,218.5632025,200.5,18.626405000000005,327.3
tannerscott,229.17759,207.0,-22.17759000000001,218.088795,187.5,41.67759000000001,346.0
seannewcomb,210.72323500000002,223.5,12.776764999999983,217.11161750000002,143.5,67.22323500000002,222.7
joeybart,212.903072,219.89659400000002,6.993522000000013,216.399833,231.0,-18.09692799999999,197.0
tonysantillan,215.87367999999998,216.0,0.12632000000002108,215.93684,224.0,-8.126320000000021,238.8
philmaton,220.90131000000002,209.5,-11.401310000000024,215.200655,219.5,1.4013100000000236,238.7
chrispaddack,195.30273699999998,235.0,39.69726300000002,215.1513685,283.0,-87.69726300000002,291.0
nasimnunez,220.68513800000002,209.09885000000003,-11.586287999999996,214.891994,185.0,35.68513800000002,85.0
nathanlukes,222.37783,207.30297,-15.074860000000001,214.8404,248.0,-25.62217000000001,322.0
andrewmccutchen,209.69100400000002,219.164171,9.47316699999999,214.42758750000002,198.0,11.69100400000002,354.0
markleiterjr,213.74057,212.5,-1.240569999999991,213.120285,133.0,80.74056999999999,165.7
carlossantana,213.77706199999997,212.461746,-1.3153159999999673,213.11940399999997,272.0,-58.22293800000003,307.0
robertgasser,198.09190999999998,225.5,27.408090000000016,211.795955,164.0,34.091909999999984,8.8
germanmarquez,186.40376,236.0,49.596239999999995,211.20188000000002,155.5,30.903760000000005,160.7
joseferrer,199.19304500000004,222.5,23.30695499999996,210.84652250000002,209.5,-10.30695499999996,283.7
michaelconforto,208.76831299999998,209.632269,0.8639560000000301,209.200291,203.0,5.768312999999978,296.0
hunterbarco,207.86917999999997,210.5,2.6308200000000284,209.18459,254.0,-46.13082000000003,17.5
kevinginkel,222.82190000000003,195.5,-27.321900000000028,209.16095,333.0,-110.17809999999997,77.3
lourdesgurrieljr,209.79347000000004,207.91650900000002,-1.8769610000000228,208.85498950000004,218.0,-8.206529999999958,398.0
justinsteele,199.41627999999997,215.5,16.083720000000028,207.45814,367.0,-167.58372000000003,70.8
ryanweiss,171.90519,243.0,71.09481,207.452595,122.5,49.405190000000005,0.0
thomassaggese,208.08406000000002,205.21274,-2.8713200000000256,206.6484,220.0,-11.915939999999978,167.0
mattsvanson,200.9887,211.5,10.511300000000006,206.24435,161.0,39.988699999999994,187.2
miketauchman,205.60692,206.71506599999998,1.1081459999999765,206.160993,200.0,5.606920000000002,267.0
mauriciodubon,208.5078,202.59919999999997,-5.908600000000035,205.55349999999999,197.0,11.507800000000003,238.0
josealvarado,212.70793999999998,198.0,-14.70793999999998,205.35397,119.5,93.20793999999998,165.5
kodyclemens,205.81112,204.45033,-1.3607899999999802,205.13072499999998,233.0,-27.18888000000001,293.0
mickabel,203.89548499999995,204.5,0.604515000000049,204.19774249999998,59.5,144.39548499999995,90.0
richardfitts,204.180665,204.0,-0.18066500000000474,204.0903325,206.5,-2.3193349999999953,94.0
mattbrash,205.65810499999998,201.0,-4.658104999999978,203.3290525,190.0,15.658104999999978,159.2
camilodoval,218.527605,188.0,-30.527604999999994,203.2638025,212.0,6.527604999999994,332.2
luismedina,210.026615,196.5,-13.526614999999993,203.2633075,100.0,110.02661499999999,0.0
nickcastellanos,203.6111,202.25606299999998,-1.35503700000001,202.9335815,255.0,-51.38890000000001,407.0
calvinfaucher,203.15703499999995,202.0,-1.1570349999999507,202.57851749999998,208.5,-5.342965000000049,307.7
michaelmassey,199.02694100000002,204.66156800000002,5.634626999999995,201.84425450000003,188.0,11.026941000000022,136.0
louisvarland,203.47805,200.0,-3.478049999999996,201.739025,160.5,42.978049999999996,191.8
justintopa,204.24591499999997,198.5,-5.745914999999968,201.37295749999998,179.0,25.245914999999968,148.0
rowdytellez,203.654313,198.92629596199998,-4.728017038000019,201.290304481,225.0,-21.345686999999998,233.0
jhostynxongarcia,202.66635999999997,199.81740000000002,-2.8489599999999484,201.24187999999998,43.0,159.66635999999997,4.0
kylefinnegan,207.28527499999998,192.5,-14.785274999999984,199.89263749999998,186.0,21.285274999999984,395.0
jacobyoung,206.29977,193.436466,-12.863304,199.86811799999998,182.0,24.299769999999995,218.0
spencerarrighetti,222.00773500000003,176.0,-46.007735000000025,199.0038675,225.5,-3.492264999999975,64.2
vaughngrissom,201.61809,195.202231,-6.415858999999983,198.41016050000002,213.0,-11.381910000000005,0.0
jessewinker,199.21334,197.55733899999998,-1.6560010000000034,198.3853395,172.0,27.213339999999988,57.0
bradkeller,210.355825,186.0,-24.35582500000001,198.1779125,170.5,39.85582500000001,231.8
alekmanoah,188.08121,207.0,18.91879,197.540605,90.5,97.58121,0.0
shawnarmstrong,191.5264,202.5,10.973600000000005,197.01319999999998,176.5,15.026399999999995,300.0
colesands,202.17792,190.5,-11.67792,196.33896,181.5,20.67792,198.0
taijuanwalker,206.764239,185.0,-21.764239000000003,195.8821195,230.0,-23.235760999999997,248.3
yimigarcia,191.811505,199.0,7.188494999999989,195.4057525,212.0,-20.18849499999999,85.0
jonathancannon,205.041367,185.0,-20.041367000000008,195.02068350000002,135.0,70.04136700000001,186.3
